customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
1163-VIPRI,65,Yes,Two year,No,Electronic check,109.3,7337.55,No,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6218-KNUBD,6,Yes,Month-to-month,No,Electronic check,59.45,357.6,No,Male,0,No,No,No,DSL,No,Yes,No,No,Yes,No
8640-SDGKB,4,Yes,Month-to-month,Yes,Electronic check,74.4,299.7,Yes,Male,0,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes
2249-YPRNG,20,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,Yes,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4785-FCIFB,61,Yes,Two year,No,Mailed check,24.4,1417.9,No,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3419-SNJJD,65,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,Yes,Female,1,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
2121-JAFOM,72,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3389-YGYAI,8,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,Yes,Female,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9033-EOXWV,12,Yes,One year,No,Mailed check,74.05,872.65,Yes,Female,0,No,No,Yes,DSL,No,No,No,Yes,Yes,Yes
6179-GJPSO,43,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes,Female,1,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
9667-EQRXU,30,No,Month-to-month,Yes,Electronic check,40.3,1172.95,Yes,Female,1,No,No,No phone service,DSL,No,No,Yes,No,Yes,No
7824-PANSQ,58,Yes,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,No,Male,0,No,No,Yes,Fiber optic,No,No,No,Yes,No,No
2361-UPSND,46,Yes,One year,No,Mailed check,70.6,3231.05,No,Female,0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,Yes
9360-OMDZZ,24,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,No,Male,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
7614-QVWQL,49,No,One year,Yes,Bank transfer (automatic),51.8,2541.25,Yes,Male,0,Yes,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes
0644-OQMDK,4,Yes,Month-to-month,Yes,Electronic check,70.65,293.85,No,Male,1,No,No,No,Fiber optic,No,No,No,No,No,No
8865-TNMNX,10,Yes,One year,No,Mailed check,49.55,475.7,No,Male,0,Yes,Yes,No,DSL,No,Yes,No,No,No,No
1114-CENIM,54,Yes,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,Yes,Male,0,No,Yes,Yes,DSL,No,Yes,No,No,No,No
3933-DQPWX,50,No,Two year,No,Credit card (automatic),39.7,1932.75,No,Female,0,No,No,No phone service,DSL,No,Yes,Yes,Yes,No,No
7716-YTYHG,48,Yes,One year,Yes,Mailed check,82.05,4029.95,Yes,Female,0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
7927-AUXBZ,30,Yes,Month-to-month,No,Electronic check,85.15,2555.9,Yes,Female,0,No,No,No,Fiber optic,No,No,No,Yes,Yes,No
5630-AHZIL,3,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,No,Female,0,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes
2320-JRSDE,1,Yes,Month-to-month,Yes,Electronic check,19.9,19.9,Yes,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9013-AQORL,48,No,Month-to-month,No,Credit card (automatic),45.55,2108.35,No,Female,0,No,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes
3301-LSLWQ,29,Yes,Month-to-month,Yes,Electronic check,66.1,1912.15,No,Female,0,No,No,Yes,DSL,Yes,No,No,No,No,Yes
6734-CKRSM,3,Yes,Month-to-month,No,Mailed check,20.0,63.6,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7228-PAQPD,14,Yes,One year,No,Credit card (automatic),59.1,772.85,No,Female,0,No,No,No,DSL,No,No,No,Yes,No,Yes
5628-RKIFK,49,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,No,Female,1,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
5346-BZCHP,69,Yes,Two year,No,Mailed check,19.4,1346.2,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0739-UUAJR,72,No,Two year,Yes,Credit card (automatic),53.8,3952.45,No,Female,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
9795-SHUHB,66,Yes,Two year,Yes,Credit card (automatic),58.2,3810.8,No,Female,0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No
9391-LMANN,53,Yes,One year,No,Electronic check,95.95,5036.9,No,Male,0,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
8519-IMDHU,15,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,Yes,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes
0621-JFHOL,10,No,Two year,Yes,Mailed check,29.6,299.05,No,Female,0,No,No,No phone service,DSL,No,No,No,Yes,No,No
4011-ARPHK,27,Yes,Month-to-month,No,Mailed check,50.35,1411.35,No,Male,0,No,No,No,DSL,Yes,No,No,No,No,No
6384-VMJHP,72,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2,No,Female,0,No,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes
4338-EYCER,21,Yes,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,No,Male,0,Yes,No,No,DSL,No,No,No,No,Yes,No
4074-SJFFA,1,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,Female,0,No,No,No,DSL,No,No,No,No,No,Yes
6504-VBLFL,55,Yes,Two year,No,Electronic check,58.6,3068.6,No,Male,0,Yes,No,No,DSL,Yes,Yes,Yes,No,No,No
3457-PQBYH,58,Yes,Two year,No,Credit card (automatic),20.3,1160.75,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4505-EXZHB,6,Yes,Month-to-month,No,Electronic check,74.4,434.1,Yes,Female,1,No,No,No,Fiber optic,No,No,Yes,No,No,No
1429-UYJSV,12,Yes,One year,No,Mailed check,19.7,260.9,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4654-GGUII,18,No,One year,Yes,Mailed check,40.2,711.95,No,Female,0,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
4029-HPFVY,3,Yes,Month-to-month,Yes,Mailed check,70.3,220.4,No,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No
4547-FZJWE,55,Yes,One year,No,Credit card (automatic),59.45,3157,No,Male,0,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes
7341-LXCAF,4,Yes,Month-to-month,Yes,Electronic check,74.65,301.4,Yes,Male,0,Yes,No,Yes,Fiber optic,No,No,No,No,No,No
2408-WITXK,10,No,Month-to-month,Yes,Electronic check,34.7,329.8,Yes,Female,1,No,No,No phone service,DSL,No,No,No,No,No,Yes
2988-GBIVW,70,Yes,Month-to-month,Yes,Electronic check,90.85,6470.1,No,Female,1,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,Yes
2589-AYCRP,50,Yes,One year,No,Bank transfer (automatic),19.75,989.05,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7684-XSZIY,72,Yes,Two year,No,Bank transfer (automatic),24.3,1643.25,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7632-MNYOY,66,Yes,One year,No,Credit card (automatic),110.9,7432.05,Yes,Male,1,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2720-WGKHP,2,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,Yes,Male,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
1121-QSIVB,44,Yes,One year,Yes,Mailed check,77.55,3471.1,No,Female,0,No,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes
4597-ELFTS,56,Yes,One year,No,Electronic check,24.9,1334,Yes,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5600-PDUJF,6,Yes,Month-to-month,Yes,Credit card (automatic),49.5,312.7,No,Male,0,No,No,No,DSL,No,No,No,Yes,No,No
3452-FLHYD,25,Yes,One year,Yes,Bank transfer (automatic),20.95,495.15,No,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7435-ZNUYY,6,Yes,One year,No,Mailed check,20.6,116.6,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3926-CUQZX,1,Yes,Month-to-month,Yes,Bank transfer (automatic),45.1,45.1,Yes,Male,0,No,No,No,DSL,No,No,No,No,No,No
9651-GTSAQ,53,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes,Female,0,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1113-IUJYX,14,Yes,One year,No,Mailed check,105.95,1348.9,Yes,Female,0,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3745-HRPHI,66,No,Two year,No,Bank transfer (automatic),54.65,3632,No,Male,0,Yes,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
8375-KVTHK,68,Yes,One year,Yes,Electronic check,100.3,6754.35,No,Male,0,Yes,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
9972-NKTFD,28,Yes,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,No,Female,0,No,No,No,DSL,No,Yes,No,Yes,No,No
4592-IWTJI,3,No,Month-to-month,No,Credit card (automatic),29.7,91.7,Yes,Female,0,Yes,Yes,No phone service,DSL,Yes,No,No,No,No,No
9058-MJLZC,24,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,No,Female,0,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes
9026-LHEVG,9,No,Month-to-month,No,Electronic check,40.75,359.4,No,Female,0,No,No,No phone service,DSL,No,Yes,No,No,No,Yes
4623-ZKHLY,22,Yes,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,No,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8677-HDZEE,56,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,No,Female,0,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
3470-BTGQO,21,Yes,Month-to-month,No,Mailed check,45.65,985.05,No,Male,0,No,Yes,No,DSL,No,No,No,No,No,No
3372-KWFBM,16,Yes,Month-to-month,Yes,Electronic check,86.6,1281,Yes,Male,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,No
6024-RUGGH,72,Yes,Two year,Yes,Bank transfer (automatic),25.2,1798.9,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8950-MTZNV,1,Yes,Month-to-month,Yes,Mailed check,44.95,44.95,No,Male,0,No,No,No,DSL,No,No,No,No,No,No
6088-BXMRG,32,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,No,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6124-ACRHJ,1,Yes,Month-to-month,No,Mailed check,19.75,19.75,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9467-ROOLM,25,Yes,Month-to-month,No,Mailed check,19.05,461.3,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9798-DRYDS,17,Yes,One year,Yes,Mailed check,61.95,1070.7,No,Female,0,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No
2037-XJFUP,33,Yes,One year,Yes,Electronic check,95.8,3036.75,Yes,Male,0,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,Yes
3059-NGMXB,14,Yes,Month-to-month,No,Mailed check,69.2,944.65,No,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
6115-ZTBFQ,72,No,Two year,No,Bank transfer (automatic),65.5,4919.7,No,Female,0,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7975-TZMLR,47,Yes,One year,Yes,Electronic check,103.1,4889.3,No,Male,0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2359-QWQUL,39,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,Yes,Female,0,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5955-EPOAZ,6,Yes,Month-to-month,Yes,Mailed check,20.95,109.5,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2907-ILJBN,11,Yes,One year,No,Mailed check,20.6,233.9,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4619-EVPHY,20,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,No,Female,1,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes
5339-TJFEK,62,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,No,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
1334-FJSVR,1,No,Month-to-month,Yes,Electronic check,24.25,24.25,Yes,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No
7758-UJWYS,34,No,Two year,Yes,Electronic check,40.55,1325.85,No,Male,0,Yes,Yes,No phone service,DSL,No,No,No,Yes,Yes,No
1785-BPHTP,28,Yes,Month-to-month,No,Electronic check,85.45,2289.9,No,Male,0,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
3941-XTSKM,42,No,One year,Yes,Credit card (automatic),45.1,2049.05,No,Male,0,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes
9381-NDKME,24,No,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,Female,1,Yes,No,No phone service,DSL,No,No,Yes,No,No,Yes
2101-RANCD,55,Yes,Month-to-month,Yes,Electronic check,73.1,4144.9,No,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No
2362-IBOOY,36,Yes,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes
0733-VUNUW,24,Yes,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,Yes,Male,0,No,No,Yes,DSL,Yes,No,No,No,No,No
4923-ADWXJ,25,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No,Female,0,No,No,No,DSL,No,Yes,No,Yes,No,Yes
1403-LKLIK,33,Yes,One year,No,Mailed check,20.1,579.4,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9885-CSMWE,1,Yes,Month-to-month,No,Electronic check,78.45,78.45,Yes,Female,1,No,No,No,Fiber optic,No,No,No,No,Yes,No
5804-LEPIM,2,Yes,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,Female,1,No,No,No,Fiber optic,No,No,No,No,No,No
7641-TQFHN,39,Yes,Two year,No,Mailed check,100.55,3895.35,No,Male,0,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
4701-AHWMW,55,No,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,Yes,Male,0,Yes,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
2824-DXNKN,72,Yes,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,Female,0,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No
3487-EARAT,70,Yes,One year,No,Credit card (automatic),74.1,5222.3,No,Female,0,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes
2141-RRYGO,4,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes,Female,0,No,No,No,DSL,No,Yes,No,No,Yes,Yes
3834-XUIFC,7,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,Yes,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes
7647-GYYKX,54,Yes,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4077-CROMM,31,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,Yes,Female,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
4667-QONEA,60,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No,Female,1,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes
0374-AACSZ,1,Yes,Month-to-month,No,Electronic check,50.15,50.15,No,Female,0,No,No,No,DSL,Yes,No,No,No,No,No
5397-TUPSH,65,Yes,One year,Yes,Bank transfer (automatic),70.95,4555.2,No,Male,1,Yes,No,No,Fiber optic,No,No,No,No,No,No
5777-ZPQNC,12,Yes,One year,No,Electronic check,20.15,260.7,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9242-TKFSV,72,No,Two year,Yes,Credit card (automatic),65.1,4754.3,No,Male,0,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2320-YKQBO,7,Yes,Month-to-month,No,Mailed check,19.3,144.95,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1394-SUIUH,44,Yes,Month-to-month,Yes,Electronic check,85.15,3670.5,No,Female,1,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,No
0187-QSXOE,7,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,No,Male,1,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes
9817-APLHW,12,Yes,Month-to-month,No,Electronic check,25.0,316.2,No,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0440-EKDCF,62,Yes,Two year,Yes,Credit card (automatic),60.15,3753.2,No,Male,0,Yes,No,No,DSL,No,Yes,Yes,Yes,No,No
6231-WFGFH,4,Yes,Month-to-month,Yes,Mailed check,20.5,77.6,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2041-JIJCI,5,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,No,Female,0,No,No,Yes,DSL,No,Yes,No,No,No,Yes
5159-YFPKQ,2,Yes,Month-to-month,Yes,Electronic check,75.8,160.75,Yes,Female,0,No,No,No,Fiber optic,No,No,Yes,No,No,No
2446-PLQVO,1,Yes,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No
7136-IHZJA,40,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,Female,0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
2049-BAFNW,1,No,Month-to-month,No,Mailed check,35.9,35.9,No,Female,0,No,No,No phone service,DSL,No,No,Yes,Yes,No,No
7319-ZNRTR,25,Yes,One year,No,Electronic check,19.6,411.15,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2676-OXPPQ,6,Yes,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,No,Male,0,No,No,No,DSL,Yes,Yes,No,No,No,No
8728-SKJLR,41,Yes,Month-to-month,Yes,Electronic check,74.25,3089.1,No,Male,0,No,No,No,Fiber optic,No,No,No,Yes,No,No
8344-WFMFH,9,Yes,Month-to-month,Yes,Electronic check,50.1,484.05,No,Male,0,No,Yes,No,DSL,No,Yes,No,No,No,No
4988-IQIGL,1,Yes,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,Male,1,No,No,Yes,Fiber optic,No,No,No,No,No,No
6202-DYYFX,22,Yes,One year,Yes,Credit card (automatic),76.0,1783.6,No,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No
1024-KPRBB,38,Yes,One year,Yes,Mailed check,89.1,3342,No,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes
3934-HXCFZ,23,Yes,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
2661-GKBTK,60,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,No,Male,0,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes
5499-ECUTN,47,Yes,One year,Yes,Credit card (automatic),66.05,3021.45,No,Female,0,Yes,No,No,DSL,Yes,No,Yes,No,Yes,No
0244-LGNFY,72,Yes,Two year,No,Bank transfer (automatic),92.65,6733,No,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5804-HYIEZ,70,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,No,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
9617-INGJY,1,Yes,Month-to-month,Yes,Mailed check,70.6,70.6,No,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No
4952-YSOGZ,4,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,Yes,Female,0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
8584-KMVXD,8,Yes,Month-to-month,No,Electronic check,75.6,535.55,No,Female,0,No,No,No,Fiber optic,No,Yes,No,No,No,No
3726-TBHQT,71,Yes,Two year,Yes,Bank transfer (automatic),114.0,8175.9,No,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4529-CKBCL,2,Yes,Month-to-month,Yes,Electronic check,80.2,146.05,Yes,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,No
3280-NMUVX,34,Yes,One year,No,Credit card (automatic),19.6,678.8,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0585-EGDDA,40,Yes,Month-to-month,Yes,Electronic check,80.0,3168.75,No,Male,0,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,No
2243-FNMMI,20,Yes,Month-to-month,No,Mailed check,19.4,415.4,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1818-ESQMW,27,Yes,Month-to-month,Yes,Electronic check,89.2,2383.6,No,Female,0,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes
6874-SGLHU,30,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,No,Male,0,No,No,No,Fiber optic,No,Yes,No,No,Yes,Yes
8990-ZXLSU,9,Yes,Month-to-month,No,Electronic check,69.05,651.5,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
7398-SKNQZ,3,Yes,Month-to-month,No,Electronic check,94.9,273.2,No,Female,0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
3823-KYNQY,12,Yes,One year,No,Credit card (automatic),24.95,280.4,No,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6885-PKOAM,71,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No,Female,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3812-LRZIR,27,Yes,Two year,No,Electronic check,24.5,761.95,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9362-MWODR,40,Yes,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,No,Female,0,No,Yes,No,DSL,Yes,No,No,Yes,Yes,No
0946-FKYTX,52,No,One year,No,Mailed check,30.1,1623.4,No,Male,0,No,No,No phone service,DSL,No,Yes,No,No,No,No
8174-TBVCF,70,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,No,Female,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0734-OXWBT,3,Yes,Month-to-month,No,Mailed check,70.7,225.65,No,Male,0,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes
3682-YEUWS,10,Yes,Month-to-month,Yes,Mailed check,24.4,253.9,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4541-RMRLG,7,Yes,Month-to-month,No,Electronic check,19.25,112.3,Yes,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0898-XCGTF,61,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,No,Male,0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
5309-TAIKL,7,Yes,Month-to-month,No,Bank transfer (automatic),62.8,418.3,No,Female,0,No,No,No,DSL,No,No,Yes,Yes,No,Yes
4815-YOSUK,72,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
5996-DAOQL,1,Yes,Month-to-month,Yes,Mailed check,20.45,20.45,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1582-RAFML,1,Yes,Month-to-month,No,Mailed check,60.1,60.1,Yes,Male,0,No,No,Yes,DSL,No,Yes,No,Yes,No,No
8258-GSTJK,3,Yes,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,Male,1,No,No,Yes,Fiber optic,No,No,No,No,No,No
0071-NDAFP,25,Yes,Two year,No,Credit card (automatic),25.5,630.6,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0032-PGELS,1,No,Month-to-month,No,Bank transfer (automatic),30.5,30.5,Yes,Female,0,Yes,Yes,No phone service,DSL,Yes,No,No,No,No,No
6574-MCOEH,33,Yes,One year,Yes,Electronic check,79.15,2531.4,No,Female,0,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
1730-ZMAME,32,Yes,Month-to-month,Yes,Electronic check,79.5,2665,No,Female,1,No,No,No,Fiber optic,No,No,No,No,No,Yes
2207-RYYRL,52,Yes,Two year,No,Mailed check,24.55,1331.05,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5569-OUICF,28,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,Female,1,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
4514-GFCFI,16,Yes,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,Female,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,No
9138-EFSMO,26,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,No,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes
8740-CRYFY,1,Yes,Month-to-month,Yes,Electronic check,78.95,78.95,Yes,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,No
4057-FKCZK,58,Yes,Two year,No,Bank transfer (automatic),82.5,4828.05,No,Male,0,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5647-FXOTP,60,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,Female,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5222-IMUKT,32,Yes,Month-to-month,No,Electronic check,91.05,2871.5,No,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes
1237-WIYYZ,18,Yes,Month-to-month,Yes,Mailed check,19.55,389.25,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
